question_id,question__title,question__title_slug,difficulty,paid_only,status,frequency,is_favor,frontend_question_id,total_acs,total_submitted,question__hide,is_new_question
1192,Divide Chocolate,divide-chocolate,3,True,,0,False,1231,65407,108916,False,
1349,Check If It Is a Straight Line,check-if-it-is-a-straight-line,1,False,,0,False,1232,288870,726812,False,
1350,Remove Sub-Folders from the Filesystem,remove-sub-folders-from-the-filesystem,2,False,,0,False,1233,255782,325406,False,
1351,Replace the Substring for Balanced String,replace-the-substring-for-balanced-string,2,False,,0,False,1234,42403,106505,False,
1352,Maximum Profit in Job Scheduling,maximum-profit-in-job-scheduling,3,False,,0,False,1235,377577,693454,False,
1271,Web Crawler,web-crawler,2,True,,0,False,1236,46498,67625,False,
1358,Find Positive Integer Solution for a Given Equation,find-positive-integer-solution-for-a-given-equation,2,False,,0,False,1237,76867,110502,False,
1359,Circular Permutation in Binary Representation,circular-permutation-in-binary-representation,2,False,,0,False,1238,22150,30842,False,
1360,Maximum Length of a Concatenated String with Unique Characters,maximum-length-of-a-concatenated-string-with-unique-characters,2,False,,0,False,1239,308246,567439,False,
1361,Tiling a Rectangle with the Fewest Squares,tiling-a-rectangle-with-the-fewest-squares,3,False,,0,False,1240,26107,47974,False,
1377,Number of Comments per Post,number-of-comments-per-post,1,True,,0,False,1241,39498,59826,False,
1368,Web Crawler Multithreaded,web-crawler-multithreaded,2,True,,0,False,1242,81033,161391,False,
1175,Array Transformation,array-transformation,1,True,,0,False,1243,15261,28692,False,
1176,Design A Leaderboard,design-a-leaderboard,2,True,,0,False,1244,84546,124445,False,
1177,Tree Diameter,tree-diameter,2,True,,0,False,1245,53884,88138,False,
1202,Palindrome Removal,palindrome-removal,3,True,,0,False,1246,11545,24924,False,
1369,Minimum Swaps to Make Strings Equal,minimum-swaps-to-make-strings-equal,2,False,,0,False,1247,47627,73456,False,
1370,Count Number of Nice Subarrays,count-number-of-nice-subarrays,2,False,,0,False,1248,387343,525046,False,
1371,Minimum Remove to Make Valid Parentheses,minimum-remove-to-make-valid-parentheses,2,False,,0,False,1249,967433,1365081,False,
1372,Check If It Is a Good Array,check-if-it-is-a-good-array,3,False,,0,False,1250,31418,51016,False,
1390,Average Selling Price,average-selling-price,1,False,,0,False,1251,505132,1374593,False,
1378,Cells with Odd Values in a Matrix,cells-with-odd-values-in-a-matrix,1,False,,0,False,1252,133242,167978,False,
1379,Reconstruct a 2-Row Binary Matrix,reconstruct-a-2-row-binary-matrix,2,False,,0,False,1253,31815,66338,False,
1380,Number of Closed Islands,number-of-closed-islands,2,False,,0,False,1254,259994,389257,False,
1381,Maximum Score Words Formed by Letters,maximum-score-words-formed-by-letters,3,False,,0,False,1255,128144,157034,False,
1189,Encode Number,encode-number,2,True,,0,False,1256,8322,11877,False,
1190,Smallest Common Region,smallest-common-region,2,True,,0,False,1257,35473,52128,False,
1191,Synonymous Sentences,synonymous-sentences,2,True,,0,False,1258,27435,48430,False,
1213,Handshakes That Don't Cross,handshakes-that-dont-cross,3,True,,0,False,1259,13213,21999,False,
1386,Shift 2D Grid,shift-2d-grid,1,False,,0,False,1260,118208,174440,False,
1387,Find Elements in a Contaminated Binary Tree,find-elements-in-a-contaminated-binary-tree,2,False,,0,False,1261,197456,234935,False,
1388,Greatest Sum Divisible by Three,greatest-sum-divisible-by-three,2,False,,0,False,1262,66510,130389,False,
1389,Minimum Moves to Move a Box to Their Target Location,minimum-moves-to-move-a-box-to-their-target-location,3,False,,0,False,1263,30222,61732,False,
1399,Page Recommendations,page-recommendations,2,True,,0,False,1264,51218,78349,False,
1404,Print Immutable Linked List in Reverse,print-immutable-linked-list-in-reverse,2,True,,0,False,1265,64434,68518,False,
1395,Minimum Time Visiting All Points,minimum-time-visiting-all-points,1,False,,0,False,1266,269147,325851,False,
1396,Count Servers that Communicate,count-servers-that-communicate,2,False,,0,False,1267,192865,262453,False,
1397,Search Suggestions System,search-suggestions-system,2,False,,0,False,1268,401608,617233,False,
1398,Number of Ways to Stay in the Same Place After Some Steps,number-of-ways-to-stay-in-the-same-place-after-some-steps,3,False,,0,False,1269,99026,198040,False,
1405,All People Report to the Given Manager,all-people-report-to-the-given-manager,2,True,,0,False,1270,63626,75467,False,
1199,Hexspeak,hexspeak,1,True,,0,False,1271,12425,21284,False,
1200,Remove Interval,remove-interval,2,True,,0,False,1272,40376,60417,False,
1201,Delete Tree Nodes,delete-tree-nodes,2,True,,0,False,1273,11102,18087,False,
1233,Number of Ships in a Rectangle,number-of-ships-in-a-rectangle,3,True,,0,False,1274,31390,45621,False,
1400,Find Winner on a Tic Tac Toe Game,find-winner-on-a-tic-tac-toe-game,1,False,,0,False,1275,155479,286792,False,
1401,Number of Burgers with No Waste of Ingredients,number-of-burgers-with-no-waste-of-ingredients,2,False,,0,False,1276,30406,60232,False,
1402,Count Square Submatrices with All Ones,count-square-submatrices-with-all-ones,2,False,,0,False,1277,353156,447859,False,
1403,Palindrome Partitioning III,palindrome-partitioning-iii,3,False,,0,False,1278,34244,55473,False,
1410,Traffic Light Controlled Intersection,traffic-light-controlled-intersection,1,True,,0,False,1279,18330,25209,False,
1415,Students and Examinations,students-and-examinations,1,False,,0,False,1280,567158,936287,False,
1406,Subtract the Product and Sum of Digits of an Integer,subtract-the-product-and-sum-of-digits-of-an-integer,1,False,,0,False,1281,587640,678507,False,
1407,Group the People Given the Group Size They Belong To,group-the-people-given-the-group-size-they-belong-to,2,False,,0,False,1282,235956,269852,False,
1408,Find the Smallest Divisor Given a Threshold,find-the-smallest-divisor-given-a-threshold,2,False,,0,False,1283,344801,536953,False,
1409,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,3,False,,0,False,1284,37379,51803,False,
1420,Find the Start and End Number of Continuous Ranges,find-the-start-and-end-number-of-continuous-ranges,2,True,,0,False,1285,46702,57040,False,
1211,Iterator for Combination,iterator-for-combination,2,False,,0,False,1286,79335,109370,False,
1221,Element Appearing More Than 25% In Sorted Array,element-appearing-more-than-25-in-sorted-array,1,False,,0,False,1287,243321,398505,False,
1222,Remove Covered Intervals,remove-covered-intervals,2,False,,0,False,1288,134289,239141,False,
1224,Minimum Falling Path Sum II,minimum-falling-path-sum-ii,3,False,,0,False,1289,155785,244735,False,
1411,Convert Binary Number in a Linked List to Integer,convert-binary-number-in-a-linked-list-to-integer,1,False,,0,False,1290,677509,823479,False,
1212,Sequential Digits,sequential-digits,2,False,,0,False,1291,230095,352536,False,
1413,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,2,False,,0,False,1292,38143,71186,False,
1414,Shortest Path in a Grid with Obstacles Elimination,shortest-path-in-a-grid-with-obstacles-elimination,3,False,,0,False,1293,247896,542382,False,
1425,Weather Type in Each Country,weather-type-in-each-country,1,True,,0,False,1294,43785,65363,False,
1421,Find Numbers with Even Number of Digits,find-numbers-with-even-number-of-digits,1,False,,0,False,1295,962546,1211132,False,
1422,Divide Array in Sets of K Consecutive Numbers,divide-array-in-sets-of-k-consecutive-numbers,2,False,,0,False,1296,115782,196766,False,
1423,Maximum Number of Occurrences of a Substring,maximum-number-of-occurrences-of-a-substring,2,False,,0,False,1297,73568,137145,False,
1424,Maximum Candies You Can Get from Boxes,maximum-candies-you-can-get-from-boxes,3,False,,0,False,1298,99552,145295,False,
1231,Replace Elements with Greatest Element on Right Side,replace-elements-with-greatest-element-on-right-side,1,False,,0,False,1299,483337,675128,False,
1232,Sum of Mutated Array Closest to Target,sum-of-mutated-array-closest-to-target,2,False,,0,False,1300,45130,99164,False,
1234,Number of Paths with Max Score,number-of-paths-with-max-score,3,False,,0,False,1301,16867,40914,False,
1254,Deepest Leaves Sum,deepest-leaves-sum,2,False,,0,False,1302,379944,439790,False,
1438,Find the Team Size,find-the-team-size,1,True,,0,False,1303,78367,87388,False,
1426,Find N Unique Integers Sum up to Zero,find-n-unique-integers-sum-up-to-zero,1,False,,0,False,1304,247914,325375,False,
1427,All Elements in Two Binary Search Trees,all-elements-in-two-binary-search-trees,2,False,,0,False,1305,245675,306841,False,
1428,Jump Game III,jump-game-iii,2,False,,0,False,1306,276317,417409,False,
1429,Verbal Arithmetic Puzzle,verbal-arithmetic-puzzle,3,False,,0,False,1307,16371,47098,False,
1439,Running Total for Different Genders,running-total-for-different-genders,2,True,,0,False,1308,45375,52599,False,
1434,Decrypt String from Alphabet to Integer Mapping,decrypt-string-from-alphabet-to-integer-mapping,1,False,,0,False,1309,140792,175376,False,
1435,XOR Queries of a Subarray,xor-queries-of-a-subarray,2,False,,0,False,1310,208021,265584,False,
1436,Get Watched Videos by Your Friends,get-watched-videos-by-your-friends,2,False,,0,False,1311,33340,66550,False,
1437,Minimum Insertion Steps to Make a String Palindrome,minimum-insertion-steps-to-make-a-string-palindrome,3,False,,0,False,1312,257676,353545,False,
1241,Decompress Run-Length Encoded List,decompress-run-length-encoded-list,1,False,,0,False,1313,292397,339719,False,
1242,Matrix Block Sum,matrix-block-sum,2,False,,0,False,1314,100744,132500,False,
1243,Sum of Nodes with Even-Valued Grandparent,sum-of-nodes-with-even-valued-grandparent,2,False,,0,False,1315,174147,203063,False,
1244,Distinct Echo Substrings,distinct-echo-substrings,3,False,,0,False,1316,20366,38992,False,
1440,Convert Integer to the Sum of Two No-Zero Integers,convert-integer-to-the-sum-of-two-no-zero-integers,1,False,,0,False,1317,59205,109205,False,
1441,Minimum Flips to Make a OR b Equal to c,minimum-flips-to-make-a-or-b-equal-to-c,2,False,,0,False,1318,176454,245908,False,
1442,Number of Operations to Make Network Connected,number-of-operations-to-make-network-connected,2,False,,0,False,1319,305316,468425,False,
1443,Minimum Distance to Type a Word Using Two Fingers,minimum-distance-to-type-a-word-using-two-fingers,3,False,,0,False,1320,35741,60447,False,
1452,Restaurant Growth,restaurant-growth,2,False,,0,False,1321,196261,344442,False,
1453,Ads Performance,ads-performance,1,True,,0,False,1322,49702,84133,False,
1448,Maximum 69 Number,maximum-69-number,1,False,,0,False,1323,311337,380227,False,
1449,Print Words Vertically,print-words-vertically,2,False,,0,False,1324,48305,72647,False,
1450,Delete Leaves With a Given Value,delete-leaves-with-a-given-value,2,False,,0,False,1325,238157,308222,False,
1451,Minimum Number of Taps to Open to Water a Garden,minimum-number-of-taps-to-open-to-water-a-garden,3,False,,0,False,1326,149107,293904,False,
1462,List the Products Ordered in a Period,list-the-products-ordered-in-a-period,1,False,,0,False,1327,239551,333884,False,
1252,Break a Palindrome,break-a-palindrome,2,False,,0,False,1328,185918,360670,False,
1253,Sort the Matrix Diagonally,sort-the-matrix-diagonally,2,False,,0,False,1329,183161,220578,False,
1255,Reverse Subarray To Maximize Array Value,reverse-subarray-to-maximize-array-value,3,False,,0,False,1330,7567,17686,False,
1256,Rank Transform of an Array,rank-transform-of-an-array,1,False,,0,False,1331,302722,428188,False,
1454,Remove Palindromic Subsequences,remove-palindromic-subsequences,1,False,,0,False,1332,145977,190258,False,
1455,"Filter Restaurants by Vegan-Friendly, Price and Distance",filter-restaurants-by-vegan-friendly-price-and-distance,2,False,,0,False,1333,35282,55615,False,
1456,Find the City With the Smallest Number of Neighbors at a Threshold Distance,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,2,False,,0,False,1334,273787,386480,False,
1457,Minimum Difficulty of a Job Schedule,minimum-difficulty-of-a-job-schedule,3,False,,0,False,1335,215964,361932,False,
1467,Number of Transactions per Visit,number-of-transactions-per-visit,3,True,,0,False,1336,14850,30760,False,
1463,The K Weakest Rows in a Matrix,the-k-weakest-rows-in-a-matrix,1,False,,0,False,1337,402176,543129,False,
1464,Reduce Array Size to The Half,reduce-array-size-to-the-half,2,False,,0,False,1338,219465,317306,False,
1465,Maximum Product of Splitted Binary Tree,maximum-product-of-splitted-binary-tree,2,False,,0,False,1339,134593,280585,False,
1466,Jump Game V,jump-game-v,3,False,,0,False,1340,38704,60245,False,
1480,Movie Rating,movie-rating,2,False,,0,False,1341,216807,521045,False,
1444,Number of Steps to Reduce a Number to Zero,number-of-steps-to-reduce-a-number-to-zero,1,False,,0,False,1342,823705,961414,False,
1445,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,2,False,,0,False,1343,151422,214423,False,
1446,Angle Between Hands of a Clock,angle-between-hands-of-a-clock,2,False,,0,False,1344,137075,213262,False,
1447,Jump Game IV,jump-game-iv,3,False,,0,False,1345,156491,339423,False,
1468,Check If N and Its Double Exist,check-if-n-and-its-double-exist,1,False,,0,False,1346,580172,1403007,False,
1469,Minimum Number of Steps to Make Two Strings Anagram,minimum-number-of-steps-to-make-two-strings-anagram,2,False,,0,False,1347,313617,381573,False,
1470,Tweet Counts Per Frequency,tweet-counts-per-frequency,2,False,,0,False,1348,36778,80987,False,
1471,Maximum Students Taking Exam,maximum-students-taking-exam,3,False,,0,False,1349,20583,39249,False,
1481,Students With Invalid Departments,students-with-invalid-departments,1,True,,0,False,1350,63704,70838,False,
1476,Count Negative Numbers in a Sorted Matrix,count-negative-numbers-in-a-sorted-matrix,1,False,,0,False,1351,502553,646490,False,
1477,Product of the Last K Numbers,product-of-the-last-k-numbers,2,False,,0,False,1352,251158,400077,False,
1478,Maximum Number of Events That Can Be Attended,maximum-number-of-events-that-can-be-attended,2,False,,0,False,1353,203937,527889,False,
1479,Construct Target Array With Multiple Sums,construct-target-array-with-multiple-sums,3,False,,0,False,1354,70086,193281,False,
1494,Activity Participants,activity-participants,2,True,,0,False,1355,33633,46580,False,
1458,Sort Integers by The Number of 1 Bits,sort-integers-by-the-number-of-1-bits,1,False,,0,False,1356,254754,323436,False,
1459,Apply Discount Every n Orders,apply-discount-every-n-orders,2,False,,0,False,1357,27193,42164,False,
1460,Number of Substrings Containing All Three Characters,number-of-substrings-containing-all-three-characters,2,False,,0,False,1358,362477,494767,False,
1461,Count All Valid Pickup and Delivery Options,count-all-valid-pickup-and-delivery-options,3,False,,0,False,1359,131055,202039,False,
1274,Number of Days Between Two Dates,number-of-days-between-two-dates,1,False,,0,False,1360,66213,128437,False,
1275,Validate Binary Tree Nodes,validate-binary-tree-nodes,2,False,,0,False,1361,128373,292441,False,
1276,Closest Divisors,closest-divisors,2,False,,0,False,1362,26523,43161,False,
1277,Largest Multiple of Three,largest-multiple-of-three,3,False,,0,False,1363,24384,74265,False,
1495,Number of Trusted Contacts of a Customer,number-of-trusted-contacts-of-a-customer,2,True,,0,False,1364,23524,31300,False,
1482,How Many Numbers Are Smaller Than the Current Number,how-many-numbers-are-smaller-than-the-current-number,1,False,,0,False,1365,697162,799802,False,
1483,Rank Teams by Votes,rank-teams-by-votes,2,False,,0,False,1366,95291,160052,False,
1484,Linked List in Binary Tree,linked-list-in-binary-tree,2,False,,0,False,1367,201109,387403,False,
1485,Minimum Cost to Make at Least One Valid Path in a Grid,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,3,False,,0,False,1368,153930,217672,False,
1504,Get the Second Most Recent Activity,get-the-second-most-recent-activity,3,True,,0,False,1369,24805,36729,False,
1472,Increasing Decreasing String,increasing-decreasing-string,1,False,,0,False,1370,91605,119106,False,
1473,Find the Longest Substring Containing Vowels in Even Counts,find-the-longest-substring-containing-vowels-in-even-counts,2,False,,0,False,1371,136242,179906,False,
1474,Longest ZigZag Path in a Binary Tree,longest-zigzag-path-in-a-binary-tree,2,False,,0,False,1372,251296,376405,False,
1475,Maximum Sum BST in Binary Tree,maximum-sum-bst-in-binary-tree,3,False,,0,False,1373,105203,234541,False,
1490,Generate a String With Characters That Have Odd Counts,generate-a-string-with-characters-that-have-odd-counts,1,False,,0,False,1374,107054,137052,False,
1491,Number of Times Binary String Is Prefix-Aligned,number-of-times-binary-string-is-prefix-aligned,2,False,,0,False,1375,57711,87689,False,
1492,Time Needed to Inform All Employees,time-needed-to-inform-all-employees,2,False,,0,False,1376,245642,407314,False,
1493,Frog Position After T Seconds,frog-position-after-t-seconds,3,False,,0,False,1377,36650,101643,False,
1509,Replace Employee ID With The Unique Identifier,replace-employee-id-with-the-unique-identifier,1,False,,0,False,1378,1051314,1258241,False,
1498,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,1,False,,0,False,1379,254623,296934,False,
1496,Lucky Numbers in a Matrix,lucky-numbers-in-a-matrix,1,False,,0,False,1380,277603,347357,False,
1497,Design a Stack With Increment Operation,design-a-stack-with-increment-operation,2,False,,0,False,1381,245575,306484,False,
1285,Balance a Binary Search Tree,balance-a-binary-search-tree,2,False,,0,False,1382,289095,341371,False,
1499,Maximum Performance of a Team,maximum-performance-of-a-team,3,False,,0,False,1383,104255,219234,False,
1518,Total Sales Amount by Year,total-sales-amount-by-year,3,True,,0,False,1384,19009,30930,False,
1486,Find the Distance Value Between Two Arrays,find-the-distance-value-between-two-arrays,1,False,,0,False,1385,129972,184364,False,
1487,Cinema Seat Allocation,cinema-seat-allocation,2,False,,0,False,1386,56593,131763,False,
1488,Sort Integers by The Power Value,sort-integers-by-the-power-value,2,False,,0,False,1387,110967,156600,False,
1489,Pizza With 3n Slices,pizza-with-3n-slices,3,False,,0,False,1388,33771,63478,False,
1505,Create Target Array in the Given Order,create-target-array-in-the-given-order,1,False,,0,False,1389,291538,337932,False,
1284,Four Divisors,four-divisors,2,False,,0,False,1390,47163,104684,False,
1507,Check if There is a Valid Path in a Grid,check-if-there-is-a-valid-path-in-a-grid,2,False,,0,False,1391,34558,70348,False,
1508,Longest Happy Prefix,longest-happy-prefix,3,False,,0,False,1392,73276,147817,False,
1523,Capital Gain/Loss,capital-gainloss,2,False,,0,False,1393,143691,169291,False,
1510,Find Lucky Integer in an Array,find-lucky-integer-in-an-array,1,False,,0,False,1394,303960,402974,False,
1511,Count Number of Teams,count-number-of-teams,2,False,,0,False,1395,235205,335443,False,
1512,Design Underground System,design-underground-system,2,False,,0,False,1396,251296,339274,False,
1513,Find All Good Strings,find-all-good-strings,3,False,,0,False,1397,8239,18739,False,
1536,Customers Who Bought Products A and B but Not C,customers-who-bought-products-a-and-b-but-not-c,2,True,,0,False,1398,64634,89944,False,
1500,Count Largest Group,count-largest-group,1,False,,0,False,1399,174435,232756,False,
1502,Construct K Palindrome Strings,construct-k-palindrome-strings,2,False,,0,False,1400,204946,298415,False,
1501,Circle and Rectangle Overlapping,circle-and-rectangle-overlapping,2,False,,0,False,1401,22163,45253,False,
1503,Reducing Dishes,reducing-dishes,3,False,,0,False,1402,172106,225308,False,
1519,Minimum Subsequence in Non-Increasing Order,minimum-subsequence-in-non-increasing-order,1,False,,0,False,1403,84945,116129,False,
1520,Number of Steps to Reduce a Number in Binary Representation to One,number-of-steps-to-reduce-a-number-in-binary-representation-to-one,2,False,,0,False,1404,153994,250949,False,
1304,Longest Happy String,longest-happy-string,2,False,,0,False,1405,205530,314011,False,
1522,Stone Game III,stone-game-iii,3,False,,0,False,1406,103371,163530,False,
1541,Top Travellers,top-travellers,1,False,,0,False,1407,175057,306887,False,
1524,String Matching in an Array,string-matching-in-an-array,1,False,,0,False,1408,276046,395461,False,
1525,Queries on a Permutation With Key,queries-on-a-permutation-with-key,2,False,,0,False,1409,55926,66102,False,
1526,HTML Entity Parser,html-entity-parser,2,False,,0,False,1410,29389,58577,False,
1527,Number of Ways to Paint N × 3 Grid,number-of-ways-to-paint-n-3-grid,3,False,,0,False,1411,40596,62291,False,
1546,Find the Quiet Students in All Exams,find-the-quiet-students-in-all-exams,3,True,,0,False,1412,33040,56654,False,
1514,Minimum Value to Get Positive Step by Step Sum,minimum-value-to-get-positive-step-by-step-sum,1,False,,0,False,1413,197189,305120,False,
1515,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,2,False,,0,False,1414,49281,76294,False,
1516,The k-th Lexicographical String of All Happy Strings of Length n,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,2,False,,0,False,1415,175994,206699,False,
1517,Restore The Array,restore-the-array,3,False,,0,False,1416,64594,137861,False,
1532,Reformat The String,reformat-the-string,1,False,,0,False,1417,67074,128830,False,
1533,Display Table of Food Orders in a Restaurant,display-table-of-food-orders-in-a-restaurant,2,False,,0,False,1418,34381,45364,False,
1534,Minimum Number of Frogs Croaking,minimum-number-of-frogs-croaking,2,False,,0,False,1419,58910,115861,False,
1535,Build Array Where You Can Find The Maximum Exactly K Comparisons,build-array-where-you-can-find-the-maximum-exactly-k-comparisons,3,False,,0,False,1420,69545,104537,False,
1551,NPV Queries,npv-queries,1,True,,0,False,1421,30115,36284,False,
1537,Maximum Score After Splitting a String,maximum-score-after-splitting-a-string,1,False,,0,False,1422,358506,550323,False,
1538,Maximum Points You Can Obtain from Cards,maximum-points-you-can-obtain-from-cards,2,False,,0,False,1423,420540,749633,False,
1539,Diagonal Traverse II,diagonal-traverse-ii,2,False,,0,False,1424,169097,290874,False,
1286,Constrained Subsequence Sum,constrained-subsequence-sum,3,False,,0,False,1425,86666,153775,False,
1391,Counting Elements,counting-elements,1,True,,0,False,1426,154517,255365,False,
1345,Perform String Shifts,perform-string-shifts,1,True,,0,False,1427,92045,164740,False,
1374,Leftmost Column with at Least a One,leftmost-column-with-at-least-a-one,2,True,,0,False,1428,193582,352241,False,
1366,First Unique Number,first-unique-number,2,True,,0,False,1429,102173,182115,False,
1432,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,2,True,,0,False,1430,45863,96893,False,
1528,Kids With the Greatest Number of Candies,kids-with-the-greatest-number-of-candies,1,False,,0,False,1431,1334069,1514458,False,
1529,Max Difference You Can Get From Changing an Integer,max-difference-you-can-get-from-changing-an-integer,2,False,,0,False,1432,108663,222387,False,
1530,Check If a String Can Break Another String,check-if-a-string-can-break-another-string,2,False,,0,False,1433,49947,70913,False,
1531,Number of Ways to Wear Different Hats to Each Other,number-of-ways-to-wear-different-hats-to-each-other,3,False,,0,False,1434,18363,41154,False,
1564,Create a Session Bar Chart,create-a-session-bar-chart,1,True,,0,False,1435,25963,34641,False,
1547,Destination City,destination-city,1,False,,0,False,1436,308020,387709,False,
1548,Check If All 1's Are at Least Length K Places Away,check-if-all-1s-are-at-least-length-k-places-away,1,False,,0,False,1437,89203,153503,False,
1549,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,2,False,,0,False,1438,278589,490152,False,
1550,Find the Kth Smallest Sum of a Matrix With Sorted Rows,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,3,False,,0,False,1439,40407,65223,False,
1565,Evaluate Boolean Expression,evaluate-boolean-expression,2,True,,0,False,1440,36183,50192,False,
1552,Build an Array With Stack Operations,build-an-array-with-stack-operations,2,False,,0,False,1441,186037,231709,False,
1553,Count Triplets That Can Form Two Arrays of Equal XOR,count-triplets-that-can-form-two-arrays-of-equal-xor,2,False,,0,False,1442,135579,159839,False,
1554,Minimum Time to Collect All Apples in a Tree,minimum-time-to-collect-all-apples-in-a-tree,2,False,,0,False,1443,145038,229760,False,
1555,Number of Ways of Cutting a Pizza,number-of-ways-of-cutting-a-pizza,3,False,,0,False,1444,73281,119004,False,
1578,Apples & Oranges,apples-oranges,2,True,,0,False,1445,62727,72883,False,
1542,Consecutive Characters,consecutive-characters,1,False,,0,False,1446,206997,343428,False,
1543,Simplified Fractions,simplified-fractions,2,False,,0,False,1447,40867,59568,False,
1544,Count Good Nodes in Binary Tree,count-good-nodes-in-binary-tree,2,False,,0,False,1448,752196,1022503,False,
1545,Form Largest Integer With Digits That Add up to Target,form-largest-integer-with-digits-that-add-up-to-target,3,False,,0,False,1449,21573,44154,False,
1560,Number of Students Doing Homework at a Given Time,number-of-students-doing-homework-at-a-given-time,1,False,,0,False,1450,140569,185684,False,
1561,Rearrange Words in a Sentence,rearrange-words-in-a-sentence,2,False,,0,False,1451,59599,90249,False,
1562,People Whose List of Favorite Companies Is Not a Subset of Another List,people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,2,False,,0,False,1452,31931,53501,False,
1563,Maximum Number of Darts Inside of a Circular Dartboard,maximum-number-of-darts-inside-of-a-circular-dartboard,3,False,,0,False,1453,7659,19741,False,
1579,Active Users,active-users,2,True,,0,False,1454,44902,122767,False,
1566,Check If a Word Occurs As a Prefix of Any Word in a Sentence,check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,1,False,,0,False,1455,226999,330402,False,
1567,Maximum Number of Vowels in a Substring of Given Length,maximum-number-of-vowels-in-a-substring-of-given-length,2,False,,0,False,1456,566403,933047,False,
1568,Pseudo-Palindromic Paths in a Binary Tree,pseudo-palindromic-paths-in-a-binary-tree,2,False,,0,False,1457,230330,337046,False,
1569,Max Dot Product of Two Subsequences,max-dot-product-of-two-subsequences,3,False,,0,False,1458,83299,133574,False,
1607,Rectangles Area,rectangles-area,2,True,,0,False,1459,19263,28086,False,
1556,Make Two Arrays Equal by Reversing Subarrays,make-two-arrays-equal-by-reversing-subarrays,1,False,,0,False,1460,321103,423529,False,
1557,Check If a String Contains All Binary Codes of Size K,check-if-a-string-contains-all-binary-codes-of-size-k,2,False,,0,False,1461,134931,238093,False,
1558,Course Schedule IV,course-schedule-iv,2,False,,0,False,1462,183900,308514,False,
1559,Cherry Pickup II,cherry-pickup-ii,3,False,,0,False,1463,206476,286529,False,
1574,Maximum Product of Two Elements in an Array,maximum-product-of-two-elements-in-an-array,1,False,,0,False,1464,448270,538072,False,
1575,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,2,False,,0,False,1465,173163,419688,False,
1576,Reorder Routes to Make All Paths Lead to the City Zero,reorder-routes-to-make-all-paths-lead-to-the-city-zero,2,False,,0,False,1466,278922,427871,False,
1577,Probability of a Two Boxes Having The Same Number of Distinct Balls,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,3,False,,0,False,1467,10405,17276,False,
1608,Calculate Salaries,calculate-salaries,2,True,,0,False,1468,27848,35754,False,
1609,Find All The Lonely Nodes,find-all-the-lonely-nodes,1,True,,0,False,1469,59674,71050,False,
1580,Shuffle the Array,shuffle-the-array,1,False,,0,False,1470,815689,917795,False,
1581,The k Strongest Values in an Array,the-k-strongest-values-in-an-array,2,False,,0,False,1471,44122,71164,False,
1582,Design Browser History,design-browser-history,2,False,,0,False,1472,298811,383901,False,
1583,Paint House III,paint-house-iii,3,False,,0,False,1473,68411,112054,False,
1618,Delete N Nodes After M Nodes of a Linked List,delete-n-nodes-after-m-nodes-of-a-linked-list,1,True,,0,False,1474,39789,53495,False,
1570,Final Prices With a Special Discount in a Shop,final-prices-with-a-special-discount-in-a-shop,1,False,,0,False,1475,328199,393615,False,
1572,Subrectangle Queries,subrectangle-queries,2,False,,0,False,1476,122086,141931,False,
1573,Find Two Non-overlapping Sub-arrays Each With Target Sum,find-two-non-overlapping-sub-arrays-each-with-target-sum,2,False,,0,False,1477,52738,144320,False,
1571,Allocate Mailboxes,allocate-mailboxes,3,False,,0,False,1478,30921,55412,False,
1623,Sales by Day of the Week,sales-by-day-of-the-week,3,True,,0,False,1479,20345,26296,False,
1603,Running Sum of 1d Array,running-sum-of-1d-array,1,False,,0,False,1480,2137038,2457862,False,
1604,Least Number of Unique Integers after K Removals,least-number-of-unique-integers-after-k-removals,2,False,,0,False,1481,269286,424174,False,
1605,Minimum Number of Days to Make m Bouquets,minimum-number-of-days-to-make-m-bouquets,2,False,,0,False,1482,399563,718565,False,
